,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
93,TNE5.DE,"Telefonica, S.A.",4.0130,-0.0730,-1.79%,"71,987","167,913",20.47B,59.90
94,DHER.VI,Delivery Hero SE,103.50,0.00,0.00%,0,16,20.539B,85.12
95,8L8C.F,Liberty Broadband Corporation,113.00,+1.00,+0.89%,10,12,20.78B,166.18
96,TEF.VI,"Telefonica, S.A.",4.0640,-0.0960,-2.31%,0,"2,324",20.361B,60.66
97,TEF.MC,"Telefonica, S.A.",4.0060,-0.0690,-1.69%,11.383M,24.654M,20.489B,59.79
98,NET-B.ST,NetEnt AB (publ),85.20,-2.60,-2.96%,2.964M,3.161M,20.913B,52.27
99,TEF.MI,"Telefonica, S.A.",4.0330,-0.0380,-0.93%,"5,122","8,293",20.647B,60.19
0,TNE5.F,"Telefonica, S.A.",4.0060,-0.0690,-1.69%,"8,463","13,638",20.489B,59.79
1,8L8.F,Liberty Broadband Corporation,110.00,0.00,0.00%,20,0,20.596B,161.76
2,600959.SS,Jiangsu Broadcasting Cable Information Network Corporation Limited,4.0700,+0.1000,+2.52%,35.573M,16.008M,20.353B,78.27
3,NEXOY,"NEXON Co., Ltd.",23.00,0.00,0.00%,5,"55,373",21.316B,N/A
4,601098.SS,"China South Publishing & Media Group Co., Ltd",11.20,-0.12,-1.06%,13.025M,5.209M,20.115B,17.26
5,RCI,Rogers Communications Inc.,39.35,-0.82,-2.04%,"423,750","599,190",20.283B,14.06
6,TLKMF,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,0.2105,0.0000,0.00%,940,"29,832",21.029B,16.19
7,DHER.DE,Delivery Hero SE,99.74,-3.41,-3.31%,"673,390","469,951",19.86B,82.02
8,DHER.F,Delivery Hero SE,100.05,+2.05,+2.09%,"1,380",560,20.969B,82.28
9,PTI.F,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,19.00,-0.20,-1.04%,"2,160",42,17.902B,14.62
10,TCID.F,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,0.1760,+0.0010,+0.57%,200,"1,153",18.383B,13.54
11,9414.T,Nippon BS Broadcasting Corporation,"1,085.00",+1.00,+0.09%,"21,500","16,001",19.317B,13.78
12,7NX.SG,"NEXON Co., Ltd.",21.40,+0.20,+0.94%,0,34,19.023B,21.44
13,300113.SZ,"Hangzhou Shunwang Technology Co,Ltd",27.43,+0.94,+3.55%,30.735M,18.125M,19.044B,N/A
14,3793.T,"Drecom Co., Ltd.",662.00,+10.00,+1.53%,"169,500","177,567",18.84B,26.50
15,3922.T,"PR TIMES, Inc.","2,876.00",+96.00,+3.45%,"59,100","59,979",18.752B,59.61
16,7068.T,Feedforce Inc.,"3,325.00",+180.00,+5.72%,"167,600","122,756",18.726B,119.22
17,TEQ.F,Telenor ASA,13.12,+0.04,+0.31%,"1,398",646,18.736B,10.05
18,WKL.AS,Wolters Kluwer N.V.,70.36,+0.58,+0.83%,"329,205","651,267",18.594B,28.60
19,BCZ.F,TELUS Corporation,14.60,-0.20,-1.35%,450,193,18.571B,7.77
20,601928.SS,Jiangsu Phoenix Publishing & Media Corporation Limited,7.28,+0.05,+0.69%,12.125M,5.015M,18.527B,14.44
21,TRMR.L,Tremor International Ltd,140.00,-4.00,-2.78%,"300,430","316,147",185.129M,25.93
22,WOSB.F,Wolters Kluwer N.V.,70.26,+0.42,+0.60%,7,72,18.551B,28.56
23,2130.T,"Members Co., Ltd.","1,431.00",+7.00,+0.49%,"83,600","144,931",18.386B,21.89
24,WKL.VI,Wolters Kluwer N.V.,69.98,+0.26,+0.37%,0,21,18.509B,28.45
25,CHU,China Unicom (Hong Kong) Limited,6.11,+0.01,+0.16%,"142,316","592,793",18.9B,19.09
26,PEBB.L,The Pebble Group Plc,107.44,+2.44,+2.32%,"1,095","688,027",179.909M,N/A
27,AVIFY,Advanced Info Service Public Company Limited,6.14,0.00,0.00%,14,"1,306",17.952B,19.75
28,1310.HK,HKBN Ltd.,13.660,-0.060,-0.44%,1.036M,2.519M,17.916B,79.88
29,RCIB.F,Rogers Communications Inc.,34.40,-1.20,-3.37%,115,9,17.675B,12.29
30,600373.SS,"Chinese Universe Publishing and Media Group Co., Ltd.",13.19,+0.11,+0.84%,19.87M,9.864M,17.873B,11.47
31,NAVNETEDUL.BO,Navneet Education Limited,77.85,-1.55,-1.95%,"5,575","12,464",17.818B,9.03
32,NAVNETEDUL.NS,Navneet Education Limited,77.50,-2.10,-2.64%,"47,591","129,557",17.693B,8.99
33,CLL.L,Cello Health plc,163.00,0.00,0.00%,3.647M,"457,141",173.906M,N/A
34,TKG.JO,Telkom SA SOC Limited,"3,469.00",-43.00,-1.22%,3.454M,4.622M,17.269B,"2,902.93"
35,600640.SS,"Besttone Holding Co.,Ltd",21.59,+0.61,+2.91%,17.051M,11.784M,17.179B,299.86
36,4482.T,WILLs Inc.,933.00,-29.00,-3.01%,"62,600","44,023",17.169B,21.97
37,XCI.F,China Unicom (Hong Kong) Limited,0.5400,-0.0100,-1.82%,"32,000","6,020",16.379B,16.88
38,IQ8.F,"iQIYI, Inc.",20.90,-0.10,-0.48%,650,"1,675",17.034B,N/A
39,000156.SZ,"Wasu Media Holding Co.,Ltd",11.90,+0.24,+2.06%,22.62M,12.998M,17.057B,30.43
40,6879.T,IMAGICA GROUP Inc.,383.00,+2.00,+0.52%,"55,700","86,685",16.957B,25.46
41,IQ,"iQIYI, Inc.",22.93,-0.40,-1.71%,3.211M,10.137M,16.822B,21.63
42,DISH,DISH Network Corporation,31.99,-0.69,-2.11%,"660,284",3.387M,16.768B,15.59
43,TTWO,"Take-Two Interactive Software, Inc.",146.68,-0.59,-0.40%,"903,862",2.369M,16.713B,41.44
44,3662.T,Ateam Inc.,851.00,+8.00,+0.95%,"101,400","139,090",16.619B,N/A
45,YNDX,Yandex N.V.,50.08,+0.11,+0.23%,1.152M,2.485M,16.609B,11.56
46,XCIA.F,China Unicom (Hong Kong) Limited,5.40,-0.05,-0.92%,770,109,16.529B,16.88
47,TPG.AX,TPG Telecom Limited,8.73,-0.07,-0.80%,"502,906",N/A,16.232B,N/A
48,AISF.F,Advanced Info Service Public Company Limited,5.30,0.00,0.00%,200,77,15.871B,N/A
49,NVAA.F,Advanced Info Service Public Company Limited,5.35,0.00,0.00%,50,0,15.871B,17.20
50,CNIC.L,CentralNic Group Plc,85.00,-1.00,-1.16%,"53,146","444,223",160.517M,N/A
51,ALL.AX,Aristocrat Leisure Limited,25.05,-0.94,-3.62%,3.654M,3.017M,15.996B,9.64
52,ROKU,"Roku, Inc.",131.91,+1.49,+1.14%,3.33M,11.934M,15.924B,N/A
53,BILI,Bilibili Inc.,45.84,-0.39,-0.84%,4.666M,6.236M,15.834B,N/A
54,6464.TW,"Taiwan Optical Platform Co., Ltd.",129.00,0.00,0.00%,"38,000","57,625",15.77B,19.58
55,BMY.L,Bloomsbury Publishing plc,199.00,-2.00,-1.00%,"34,075","84,972",157.399M,14.42
56,3843.T,"FreeBit Co., Ltd.",715.00,+17.00,+2.44%,"223,400","189,678",15.69B,N/A
57,RS.BK,RS Public Company Limited,16.30,+0.30,+1.87%,12.383M,12.297M,15.607B,37.13
58,002425.SZ,"Kaiser (China) Culture Co., LTD",19.10,-1.58,-7.64%,287.451M,54.727M,15.543B,88.02
59,VIV,Telefonica Brasil S.A.,9.09,+0.11,+1.28%,"726,523",2.131M,15.457B,6.51
60,PINS,"Pinterest, Inc.",26.35,+0.50,+1.93%,6.87M,14.275M,15.453B,N/A
61,2489.T,Adways Inc.,371.00,-1.00,-0.27%,"365,700","441,620",15.429B,89.66
62,TLSNY,Telia Company AB (publ),7.54,+0.09,+1.21%,"4,287","107,400",15.507B,29.00
63,FOXA,Fox Corporation,25.39,-0.31,-1.19%,1.133M,4.521M,15.346B,11.81
64,FOX,Fox Corporation,25.45,-0.32,-1.24%,"283,117",1.353M,15.338B,11.84
65,DISH.VI,DISH Network Corporation,29.00,-0.40,-1.36%,0,34,14.938B,14.13
66,EOT.F,DISH Network Corporation,28.80,-0.60,-2.04%,10,15,14.835B,14.04
67,4767.T,"TOW Co.,Ltd.",340.00,-3.00,-0.87%,"63,800","240,637",15.279B,9.99
68,WMG,Warner Music Group Corp.,29.90,+0.26,+0.88%,"402,978",4.124M,15.249B,N/A
69,6535.T,"i-mobile Co.,Ltd.",699.00,-27.00,-3.72%,"84,000","106,604",15.209B,16.20
70,6533.T,Orchestra Holdings Inc.,"1,648.00",+23.00,+1.42%,"166,900","170,995",15.091B,53.53
71,7069.T,"CyberBuzz, Inc.","4,025.00",+35.00,+0.88%,"27,100","53,996",15.017B,53.23
72,DISHTV.NS,Dish TV India Limited,8.10,+0.05,+0.62%,10.249M,4.899M,14.877B,N/A
73,TTWO.VI,"Take-Two Interactive Software, Inc.",130.52,+2.16,+1.68%,0,0,15.085B,36.87
74,DISHTV.BO,Dish TV India Limited,8.10,+0.07,+0.87%,"928,905",1.314M,14.914B,N/A
75,300226.SZ,"Shanghai Ganglian E-Commerce Holdings Co., Ltd.",77.72,+1.05,+1.37%,6.151M,2.143M,12.366B,80.87
76,TKE.F,"Take-Two Interactive Software, Inc.",130.86,0.00,0.00%,600,197,14.835B,36.97
77,300133.SZ,"Zhejiang Huace Film & TV Co., Ltd.",8.33,+0.07,+0.85%,61.513M,21.363M,14.625B,N/A
78,600804.SS,"Dr.Peng Telecom&Media Group Co.,Ltd.",10.21,+0.25,+2.51%,89.102M,83.705M,14.625B,N/A
79,STORY-B.ST,Storytel AB (publ),235.00,+21.50,+10.07%,"640,187","185,886",14.587B,N/A
80,1896.HK,Maoyan Entertainment,13.100,+0.200,+1.55%,1.841M,2.331M,14.547B,N/A
81,YDX.F,Yandex N.V.,43.90,-0.28,-0.63%,450,586,14.557B,10.14
82,2400.HK,XD Inc.,33.650,+0.900,+2.75%,2.404M,3.769M,14.403B,N/A
83,6094.T,"FreakOut Holdings, inc.",909.00,-109.00,-10.71%,"310,700","77,609",14.332B,N/A
84,R35.F,"Roku, Inc.",117.76,+1.10,+0.94%,122,303,14.051B,N/A
85,LBTYB,Liberty Global plc,23.73,0.00,0.00%,272,"7,858",14.146B,1.29
86,3723.T,Nihon Falcom Corporation,"1,375.00",-14.00,-1.01%,"21,000","39,703",14.135B,18.62
87,6185.T,SMN Corporation,"1,093.00",+13.00,+1.20%,"34,700","106,189",14.112B,30.83
88,601019.SS,"Shandong Publishing&Media Co.,Ltd",6.75,+0.04,+0.60%,6.855M,3.742M,14.087B,9.39
89,603258.SS,"Hangzhou Electronic Soul Network Technology Co., Ltd.",57.68,-0.62,-1.06%,8.02M,6.015M,14.084B,48.35
90,600633.SS,"Zhejiang Daily Digital Culture Group Co.,Ltd.",10.80,+0.44,+4.25%,40.12M,16.249M,14.061B,30.68
91,VIACA,ViacomCBS Inc.,24.60,-0.62,-2.48%,"20,717","129,269",13.889B,N/A
92,ATUS,"Altice USA, Inc.",23.30,-0.15,-0.62%,1.379M,6.21M,13.938B,91.71
93,VIAC,ViacomCBS Inc.,22.43,-0.52,-2.27%,3.672M,12.756M,13.919B,N/A
94,MAJOR-R.BK,Major Cineplex Group Public Company Limited,15.40,+0.40,+2.67%,5.339M,N/A,13.778B,19.67
95,MAJOR.BK,Major Cineplex Group Public Company Limited,15.40,+0.40,+2.67%,5.339M,5.974M,13.778B,19.67
96,601811.SS,"Xinhua Winshare Publishing and Media Co., Ltd.",11.15,+0.07,+0.63%,3.743M,2.184M,13.757B,12.79
97,0777.HK,NetDragon Websoft Holdings Limited,24.300,+1.050,+4.52%,3.26M,1.987M,13.704B,14.24
98,000681.SZ,"Visual China Group Co.,Ltd.",19.52,-0.15,-0.76%,17.188M,16.1M,13.675B,71.76
99,TELIA1.HE,Telia Company AB (publ),3.3430,-0.0050,-0.15%,"451,484",1.438M,13.525B,25.72
0,REA.AX,REA Group Limited,103.08,-3.89,-3.64%,"328,957","290,445",13.577B,54.86
1,DBCORP.NS,D. B. Corp Limited,77.60,+1.50,+1.97%,"431,416","270,939",13.577B,4.94
2,DBCORP.BO,D. B. Corp Limited,77.70,+1.60,+2.10%,"21,483","23,011",13.594B,4.95
3,7095.T,"Macbee Planet,Inc.","4,500.00",-190.00,-4.05%,"211,000","329,707",13.545B,N/A
4,LBTYK,Liberty Global plc,22.18,-0.36,-1.60%,"304,094",4.302M,13.533B,1.21
5,Z,"Zillow Group, Inc.",61.38,-1.31,-2.09%,1.776M,3.982M,13.518B,N/A
6,LBTYA,Liberty Global plc,22.60,-0.37,-1.61%,"153,057",2.166M,13.531B,1.23
7,FO5B.F,Fox Corporation,22.80,-0.40,-1.72%,10,7,13.494B,10.61
8,ZG,"Zillow Group, Inc.",61.01,-1.02,-1.64%,"323,054","748,398",13.579B,N/A
9,TSP.F,Telefonica Brasil S.A.,7.95,0.00,0.00%,60,92,13.493B,5.69
10,TLS.F,Telia Company AB (publ),3.3000,-0.0390,-1.17%,"1,300",462,13.387B,25.38
11,BTGOF,BT Group plc,1.3600,+0.0200,+1.49%,"54,765","140,625",13.494B,4.53
12,002292.SZ,Alpha Group,9.85,+0.90,+10.06%,62.899M,25.751M,13.368B,579.41
13,LSXMK,The Liberty SiriusXM Group,34.50,-0.22,-0.63%,"112,615",1.633M,13.252B,18.01
14,LSXMA,The Liberty SiriusXM Group,34.75,-0.20,-0.57%,"52,069",1.209M,13.26B,18.14
15,603888.SS,"Xinhuanet Co., Ltd.",25.43,+0.61,+2.46%,13.58M,10.044M,13.199B,68.73
16,IQ8.MU,"iQIYI, Inc.",20.50,-0.40,-1.91%,3,35,14.835B,N/A
17,2454.T,"All About, Inc.","1,000.00",-4.00,-0.40%,"37,900","34,168",13.145B,66.67
18,SKM,"SK Telecom Co.,Ltd",20.01,+0.11,+0.55%,"145,462","442,361",13.439B,4.43
19,0VV.F,ViacomCBS Inc.,22.60,0.00,0.00%,270,102,12.591B,7.48
20,WMG.VI,Warner Music Group Corp.,26.27,+0.03,+0.13%,0,N/A,13.382B,89.98
21,LSXMB,The Liberty SiriusXM Group,35.66,-1.34,-3.62%,12,916,13.458B,18.61
22,WA4.F,Warner Music Group Corp.,25.95,+0.00,+0.02%,125,N/A,13.367B,88.89
23,3776.T,"BroadBand Tower, Inc.",214.00,0.00,0.00%,"870,300",1.904M,12.802B,N/A
24,RTL.SG,Public Joint Stock Company Long-Distance and International Telecommunications Rostelecom,6.35,-0.09,-1.40%,0,203,14.36B,5.27
25,300459.SZ,"Zhejiang Jinke Culture Industry Co., LTD.",3.5800,+0.1600,+4.68%,205.011M,112.802M,12.686B,N/A
26,7047.T,Port Inc.,"1,128.00",-19.00,-1.66%,"901,700","524,782",12.617B,34.78
27,4800.T,Oricon Inc.,907.00,-40.00,-4.22%,"205,200","303,979",12.518B,16.33
28,LBTA.VI,Liberty Global plc,20.37,-0.18,-0.88%,0,203,12.052B,1.11
29,0ZG.F,"Zillow Group, Inc.",55.50,+2.00,+3.74%,175,66,12.662B,N/A
30,0VVB.F,ViacomCBS Inc.,20.20,-0.60,-2.88%,60,271,12.228B,6.68
31,1LGC.F,Liberty Global plc,19.70,-0.20,-1.01%,20,10,12.036B,1.07
32,603103.SS,"Hengdian Entertainment Co., Ltd.",19.57,+0.47,+2.46%,7.829M,4.066M,12.411B,931.90
33,TVTODAY.BO,T.V. Today Network Limited,207.45,+1.75,+0.85%,"9,207","5,799",12.378B,8.88
34,15PA.F,"Altice USA, Inc.",20.60,-0.60,-2.83%,83,11,12.048B,81.10
35,TVTODAY.NS,T.V. Today Network Limited,207.35,+1.45,+0.70%,"224,569","76,542",12.36B,8.88
36,VDMCY,Vodacom Group Limited,7.10,-0.18,-2.41%,"1,128","28,512",12.336B,11.15
37,1LG.F,Liberty Global plc,20.03,-0.38,-1.84%,130,46,11.935B,1.09
38,LBTC.VI,Liberty Global plc,20.00,-0.20,-0.99%,0,74,12.038B,1.09
39,KMB.MU,"SK Telecom Co.,Ltd",18.00,-0.10,-0.55%,33,0,11.751B,N/A
40,LN,LINE Corporation,50.65,-0.80,-1.55%,"12,130","25,030",12.273B,N/A
41,000839.SZ,"CITIC Guoan Information Industry Co., Ltd.",3.1000,-0.0500,-1.59%,184.483M,49.957M,12.151B,N/A
42,0ZG2.F,"Zillow Group, Inc.",55.50,+1.50,+2.78%,100,40,12.545B,N/A
43,7689.T,Copa Corporation Inc.,"4,410.00",-285.00,-6.07%,"710,000","838,488",11.995B,18.87
44,ILIAF,iliad S.A.,197.50,0.00,0.00%,25,8,11.917B,N/A
45,KKPNF,Koninklijke KPN N.V.,2.8000,+0.0150,+0.54%,"1,798","19,753",11.499B,24.14
46,300027.SZ,Huayi Brothers Media Corporation,4.2500,+0.0500,+1.19%,58.208M,28.593M,11.849B,N/A
47,KMB.F,"SK Telecom Co.,Ltd",17.30,-0.70,-3.89%,250,22,11.357B,N/A
48,BTQ.F,BT Group plc,1.2125,0.0000,0.00%,"27,244","13,812",11.754B,4.04
49,BTQ.DE,BT Group plc,1.2100,-0.0045,-0.37%,"71,659","170,228",11.711B,4.03
50,AXTELCPO.MX,"Axtel, S.A.B. de C.V.",4.1200,+0.1200,+3.00%,"196,551",1.604M,11.806B,17.99
51,MSPA.F,Itissalat Al-Maghrib (IAM) S.A.,13.40,+1.20,+9.84%,50,2,11.681B,N/A
52,GRPN.MX,"Groupon, Inc.",400.00,0.00,0.00%,0,8,10.889B,N/A
53,002467.SZ,NET263 Ltd.,8.53,+0.78,+10.06%,155.773M,54.448M,11.609B,65.62
54,ARLUF,Aristocrat Leisure Limited,17.92,0.00,0.00%,465,"1,446",11.572B,28.54
55,2706.T,"Broccoli Co., Ltd.","1,319.00",+61.00,+4.85%,"123,300","89,376",11.538B,51.40
56,3758.T,Aeria Inc.,500.00,+2.00,+0.40%,"124,800","392,721",11.476B,N/A
57,OMC,Omnicom Group Inc.,53.47,-2.24,-4.02%,"986,951",2.814M,11.458B,8.78
58,LM06.F,The Liberty SiriusXM Group,31.20,-1.60,-4.88%,23,0,11.216B,16.28
59,3981.T,Beaglee Inc.,"1,932.00",-4.00,-0.21%,"134,200","216,445",11.411B,18.41
60,TMO.L,Time Out Group plc,40.00,+0.50,+1.27%,"7,536","142,365",113.281M,N/A
61,KKPNY,Koninklijke KPN N.V.,2.7150,+0.0050,+0.18%,"16,022","313,059",11.459B,23.41
62,SJR-B.TO,Shaw Communications Inc.,21.89,-0.28,-1.26%,"405,409",1.423M,11.241B,15.87
63,JAGRAN.NS,Jagran Prakashan Limited,39.95,-0.25,-0.62%,"856,751","582,989",11.248B,4.29
64,JAGRAN.BO,Jagran Prakashan Limited,39.95,-0.30,-0.75%,"71,864","43,119",11.234B,4.29
65,SJR-A.V,Shaw Communications Inc.,22.27,-0.02,-0.09%,100,619,11.375B,16.15
66,SJR-PB.TO,Shaw Communications Inc.,10.57,0.00,0.00%,650,"1,258",11.198B,7.66
67,3904.T,KAYAC Inc.,737.00,+30.00,+4.24%,"54,900","113,720",11.183B,N/A
68,5VD.F,Vodacom Group Limited,6.40,-0.05,-0.78%,74,31,11.088B,10.05
69,3323.T,"Recomm Co., Ltd.",149.00,+27.00,+22.13%,82.016M,5.311M,11.108B,44.03
70,LI6.F,LINE Corporation,45.00,0.00,0.00%,24,0,11.021B,N/A
71,KPN.DE,Koninklijke KPN N.V.,2.3970,-0.0150,-0.62%,"7,316",0,10.967B,16.09
72,7044.T,Piala Inc.,"1,542.00",+34.00,+2.25%,"37,100","87,754",10.959B,35.23
73,UBSFY,Ubisoft Entertainment SA,18.09,+0.53,+3.02%,"4,528","65,561",11.092B,32.13
74,ZNGA,Zynga Inc.,10.18,+0.29,+2.93%,11.106M,22.206M,10.923B,156.62
75,3985.T,TEMONA.inc.,971.00,-33.00,-3.29%,"32,200","118,223",10.887B,56.65
76,HL3.F,LINE Corporation,44.80,-0.60,-1.32%,9,1,10.876B,N/A
77,3810.T,"CyberStep, Inc.","1,378.00",+11.00,+0.80%,"112,400","281,442",10.836B,17.36
78,IAM.PA,Itissalat Al-Maghrib (IAM) S.A.,12.80,-0.10,-0.78%,150,"3,166",10.553B,N/A
79,CABO,"Cable One, Inc.","1,790.63",+11.21,+0.63%,"7,558","54,732",10.774B,49.21
80,300785.SZ,"Beijing Zhidemai Technology Co., Ltd.",133.00,+4.61,+3.59%,1.415M,"802,991",10.718B,80.75
81,CTL,"CenturyLink, Inc.",9.75,-0.15,-1.49%,2.32M,11.611M,10.703B,8.66
82,4347.T,Broadmedia Corporation,137.00,+8.00,+6.20%,9.57M,5.766M,10.685B,26.00
83,6562.T,"Geniee, Inc.",592.00,+7.00,+1.20%,"20,200","50,670",10.631B,N/A
84,300805.SZ,"Guangdong Brandmax Marketing Co.,Ltd.",25.00,+0.29,+1.17%,5.238M,3.963M,10.581B,47.62
85,EMAN.L,Everyman Media Group plc,115.90,-4.10,-3.42%,"168,084","53,676",105.58M,48.29
86,601949.SS,"China Publishing & Media Holdings Co., Ltd.",5.79,+0.10,+1.76%,12.723M,6.15M,10.552B,17.55
87,2180.T,SUNNY SIDE UP GROUP Inc.,698.00,-3.00,-0.43%,"14,900","72,114",10.514B,38.94
88,WORK-R.BK,Workpoint Entertainment Public Company Limited,10.80,-0.10,-0.92%,1.621M,N/A,10.396B,35.88
89,IL2.F,iliad S.A.,178.00,-2.35,-1.30%,8,5,10.398B,6.06
90,6552.T,GameWith Inc.,579.00,0.00,0.00%,"30,900","100,251",10.403B,20.43
91,BEC.BK,BEC World Public Company Limited,5.20,+0.10,+1.96%,16.104M,21.038M,10.4B,N/A
92,4644.T,"Imagineer Co.,Ltd.","1,083.00",+84.00,+8.41%,1.221M,"322,356",10.395B,13.36
93,OCN.F,Omnicom Group Inc.,47.99,-0.14,-0.29%,100,141,10.523B,7.88
94,ILD.PA,iliad S.A.,176.05,-4.05,-2.25%,"46,558","84,417",10.298B,6.00
95,NWS.AX,News Corporation,17.24,-0.04,-0.23%,"83,166","185,974",10.136B,N/A
96,4HK.F,HKT Trust and HKT Limited,1.2858,-0.0028,-0.22%,10,369,9.95B,N/A
97,NWSLV.AX,News Corporation,17.37,-0.19,-1.08%,583,"38,902",10.136B,N/A
98,6067.T,Impact HD Inc.,"1,637.00",+62.00,+3.94%,"59,200","213,507",10.204B,N/A
99,KPNB.F,Koninklijke KPN N.V.,2.3800,0.0000,0.00%,"2,000",31,10.112B,15.97
0,KPN.VI,Koninklijke KPN N.V.,2.4100,-0.0100,-0.41%,0,159,10.07B,16.17
1,KPN.F,Koninklijke KPN N.V.,2.3970,-0.0150,-0.62%,"7,316","2,736",10.049B,16.09
2,KPN.AS,Koninklijke KPN N.V.,2.3880,-0.0220,-0.91%,5.857M,16.992M,10.02B,16.03
3,ATHM,Autohome Inc.,83.96,+3.58,+4.46%,"218,502","600,370",9.997B,25.46
4,3928.T,Mynet Inc.,"1,162.00",-15.00,-1.27%,"117,000","237,339",9.989B,N/A
5,000917.SZ,"Hunan TV & Broadcast Intermediary Co., Ltd.",7.00,+0.17,+2.49%,43.42M,23.663M,9.923B,N/A
6,DISCB,"Discovery, Inc.",39.85,+1.85,+4.87%,22,"6,680",9.499B,15.87
7,AC8.F,Aristocrat Leisure Limited,15.20,-0.50,-3.18%,162,72,9.905B,24.20
8,3667.T,"enish,inc.",848.00,+51.00,+6.40%,3.491M,1.241M,9.821B,N/A
9,ELMUF,Elisa Oyj,60.90,0.00,0.00%,387,13,9.865B,N/A
10,MONO.BK,Mono Technology Public Company Limited,2.8200,-0.0200,-0.70%,3.567M,11.852M,9.788B,N/A
11,MONO-R.BK,Mono Technology Public Company Limited,2.8200,-0.0200,-0.70%,3.567M,N/A,9.788B,N/A
12,OTGLY,CD Projekt S.A.,26.00,+0.15,+0.58%,"1,998","10,936",9.845B,N/A
13,LYV,"Live Nation Entertainment, Inc.",45.35,+0.31,+0.69%,"918,781",4.597M,9.762B,N/A
14,CYT.F,"CenturyLink, Inc.",8.68,-0.02,-0.22%,282,166,9.585B,7.71
15,UBI.PA,Ubisoft Entertainment SA,79.72,+1.20,+1.53%,"306,039","449,628",9.664B,N/A
16,DISCA,"Discovery, Inc.",20.09,-0.26,-1.30%,1.589M,5.232M,9.646B,8.00
17,DISCK,"Discovery, Inc.",18.18,-0.19,-1.03%,"576,346",2.477M,9.672B,7.24
18,BOIVF,Bollore SE,3.2600,+0.0100,+0.31%,"6,248","183,838",9.623B,17.62
19,2178.T,Tri-Stage Inc.,384.00,-6.00,-1.54%,"119,500","74,843",9.623B,57.62
20,3975.T,AOI TYO Holdings Inc.,407.00,-8.00,-1.93%,"98,400","240,264",9.547B,N/A
21,3760.T,"CAVE Interactive CO.,LTD.","1,824.00",-57.00,-3.03%,"322,000","215,084",9.541B,N/A
22,UBIS.VI,Ubisoft Entertainment SA,78.72,+0.02,+0.03%,0,33,9.521B,N/A
23,WPPGF,WPP plc,7.66,0.00,0.00%,273,"2,288",9.565B,3.87
24,UEN.F,Ubisoft Entertainment SA,79.02,+0.96,+1.23%,170,121,9.636B,N/A
25,BEZQ.TA,Bezeq The Israel Telecommunication Corporation Limited,340.00,-9.30,-2.66%,6.644M,8.491M,9.403B,N/A
26,ZY3.F,Zynga Inc.,8.89,+0.12,+1.37%,"22,731","2,641",9.51B,136.80
27,XC1.F,"Cable One, Inc.","1,540.00",+10.00,+0.65%,6,1,9.528B,42.32
28,6175.T,"Net Marketing Co.,Ltd.",630.00,-3.00,-0.47%,"132,000","381,696",9.32B,23.38
29,3698.T,"CRI Middleware Co., Ltd.","1,750.00",+13.00,+0.75%,"26,400","60,709",9.313B,45.31
30,1883.HK,CITIC Telecom International Holdings Limited,2.540,-0.030,-1.17%,3.703M,4.317M,9.294B,9.24
31,9782.T,DMS Inc.,"1,592.00",+1.00,+0.06%,"2,000","9,985",9.27B,7.92
32,3674.T,"Aucfan Co., Ltd.",902.00,-7.00,-0.77%,"60,800","172,732",9.248B,N/A
33,3934.T,"BENEFIT JAPAN Co., Ltd.","1,567.00",-10.00,-0.63%,"12,500","33,584",9.244B,12.45
34,KD8.HM,Kabel Deutschland Holding AG,104.00,0.00,0.00%,100,"1,606",9.206B,28.65
35,TLTZY,Tele2 AB (publ),6.62,+0.15,+2.33%,681,"13,743",9.148B,N/A
36,300788.SZ,Citic Press Corporation,48.32,-1.11,-2.25%,2.179M,"622,082",9.188B,38.26
37,4286.T,"Legs Company, Ltd.",873.00,-18.00,-2.02%,"14,200","68,578",9.145B,6.78
38,TLTZF,Tele2 AB (publ),12.95,0.00,0.00%,250,77,8.94B,N/A
39,TELDF,Telefonica Deutschland Holding AG,3.2000,0.0000,0.00%,45,995,8.921B,N/A
40,2487.T,"CDG Co., Ltd.","1,600.00",+15.00,+0.95%,"4,900","2,379",9.043B,33.86
41,WPP,WPP plc,37.15,-1.72,-4.42%,"119,099","300,122",9.142B,3.76
42,ELISA.HE,Elisa Oyj,55.88,+1.40,+2.57%,"569,943","529,849",8.945B,28.63
43,002517.SZ,"Kingnet Network Co., Ltd.",4.1500,+0.0300,+0.73%,69.945M,52.918M,8.933B,N/A
44,EIA.F,Elisa Oyj,55.84,+1.74,+3.22%,5,11,9.002B,28.61
45,601900.SS,"Southern Publishing and Media Co.,Ltd",9.86,+0.17,+1.75%,8.079M,3.349M,8.833B,15.36
46,DISA.VI,"Discovery, Inc.",18.10,0.00,0.00%,0,29,8.64B,7.21
47,DC6C.F,"Discovery, Inc.",16.10,-0.60,-3.59%,150,2,8.33B,6.41
48,DC6.F,"Discovery, Inc.",17.90,-0.70,-3.76%,100,12,8.315B,7.13
49,CHLLF,China Literature Limited,7.50,+0.81,+12.11%,"1,000",352,8.433B,49.67
