,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
44,ENGIY,ENGIE SA,12.80,+0.05,+0.43%,"5,637","388,393",31.036B,26.34
45,SE4.F,Sempra Energy,104.00,-2.00,-1.89%,100,9,29.883B,12.56
46,ENAKF,E.ON SE,11.59,0.00,0.00%,"2,179","3,958",30.274B,6.87
47,EONGY,E.ON SE,11.57,+0.09,+0.78%,"61,364","141,350",30.511B,6.86
48,XCEL.VI,Xcel Energy Inc.,57.50,0.00,0.00%,0,0,29.53B,22.21
49,600642.SS,Shenergy Company Limited,6.01,+0.04,+0.67%,20.321M,7.606M,29.521B,13.27
50,EON.BR,E.ON SE,10.35,+0.90,+9.52%,125,"1,049",29.314B,29.15
51,NRN.F,Xcel Energy Inc.,56.00,0.00,0.00%,45,11,29.53B,21.63
52,EDF.PA,Electricite de France S.A.,9.31,+0.44,+4.96%,2.654M,3.086M,28.843B,6.19
53,TGKA.ME,Public Joint Stock Company Territorial Generating Company No. 1,0.0123,-0.0002,-1.90%,1.329B,10.329B,29.903B,6.13
54,ES,Eversource Energy,84.03,-0.30,-0.36%,"151,540",1.879M,28.784B,29.35
55,E2F.DE,Electricite de France S.A.,9.25,+0.38,+4.33%,"3,220","4,368",28.669B,6.15
56,E2F.F,Electricite de France S.A.,9.31,+0.51,+5.85%,"3,220","1,070",29.086B,6.19
57,9534.T,"Hokkaido Gas Co., Ltd.","1,594.00",-16.00,-0.99%,"8,600","14,264",28.068B,7.11
58,WEC,"WEC Energy Group, Inc.",88.63,-0.07,-0.08%,"307,370",1.696M,27.957B,24.08
59,HOKCY,The Hong Kong and China Gas Company Limited,1.5140,+0.0100,+0.66%,"31,340","215,529",27.788B,21.32
60,ENGI.MI,ENGIE SA,11.35,+0.03,+0.22%,"3,150","9,279",27.382B,33.48
61,EDF.VI,Electricite de France S.A.,8.88,+0.01,+0.11%,0,"1,072",27.51B,5.91
62,GZF.F,ENGIE SA,11.23,-0.10,-0.84%,250,"3,953",27.093B,33.13
63,ENGI.PA,ENGIE SA,11.27,-0.04,-0.35%,3.226M,7.254M,27.225B,33.23
64,GZF.DE,ENGIE SA,11.23,-0.10,-0.84%,"1,674","28,435",27.117B,33.13
65,GZFB.F,ENGIE SA,11.20,-0.10,-0.88%,60,48,27.08B,33.04
66,SUPER.BK,Super Energy Corporation Public Company Limited,0.9900,+0.0100,+1.02%,670.455M,454.555M,27.076B,11.00
67,ENGI.VI,ENGIE SA,11.19,-0.12,-1.10%,0,789,27.02B,33.01
68,002608.SZ,Jiangsu Guoxin Corp. Ltd.,7.12,+0.14,+2.01%,7.391M,2.299M,26.9B,14.93
69,EOAA.DE,E.ON SE,10.20,+0.10,+0.99%,"1,734","2,996",27.03B,28.73
70,EOAA.F,E.ON SE,10.10,0.00,0.00%,"1,300",341,26.765B,28.45
71,EOAN.F,E.ON SE,10.26,0.00,0.00%,"4,328","37,609",26.765B,28.89
72,EOAN.DE,E.ON SE,10.24,-0.03,-0.24%,4.052M,9.827M,26.699B,28.85
73,EOAN.MI,E.ON SE,10.23,-0.04,-0.34%,425,"7,961",26.673B,28.83
74,EOAN.VI,E.ON SE,10.22,-0.07,-0.73%,0,293,26.57B,28.77
75,9284.T,"Canadian Solar Infrastructure Fund, Inc.","113,800.00",-300.00,-0.26%,298,412,26.309B,21.14
76,000958.SZ,Spic Dongfang Energy Corporation,4.8800,+0.1900,+4.05%,26.833M,7.424M,26.271B,20.50
77,601158.SS,"Chongqing Water Group Co.,Ltd.",5.37,+0.01,+0.19%,13.238M,3.238M,25.776B,15.70
78,NWJ.F,Eversource Energy,74.50,+1.00,+1.36%,5,0,25.886B,26.02
79,ETY.DE,Entergy Corporation,85.00,0.00,0.00%,N/A,0,25.126B,15.31
80,PEG,Public Service Enterprise Group Incorporated,50.20,-0.09,-0.18%,"606,557",2.721M,25.382B,17.74
81,CLPHF,CLP Holdings Limited,9.92,0.00,0.00%,"3,500","9,135",24.788B,12.46
82,000027.SZ,"Shenzhen Energy Group Co., Ltd.",5.29,+0.08,+1.54%,32.883M,9.76M,25.167B,16.33
83,ELE.MC,"Endesa, S.A.",23.70,+0.19,+0.81%,8.795M,2.307M,25.092B,38.47
84,000883.SZ,"Hubei Energy Group Co., Ltd.",3.8500,+0.0500,+1.32%,18.009M,7.922M,25.054B,16.18
85,ENA.F,"Endesa, S.A.",23.67,+0.53,+2.29%,242,277,25.461B,38.43
86,CGAS5.SA,Companhia de Gas de Sao Paulo - COMGAS,182.55,+3.93,+2.20%,400,"3,842",24.763B,15.68
87,600131.SS,"State Grid Information & Communication Co., Ltd.",20.60,+0.69,+3.47%,22.724M,11.525M,24.625B,47.80
88,WIC.F,"WEC Energy Group, Inc.",78.50,-0.50,-0.63%,150,10,24.58B,21.33
89,EQTL3.SA,Equatorial Energia S.A.,24.29,-0.08,-0.33%,3.781M,9.031M,24.54B,9.30
90,CLPHY,CLP Holdings Limited,9.69,+0.01,+0.05%,"2,555","110,580",24.801B,12.18
91,ELE.VI,"Endesa, S.A.",23.37,+0.05,+0.21%,0,17,24.945B,37.94
92,FTS.TO,Fortis Inc.,52.29,+0.06,+0.11%,"102,230",1.893M,24.278B,14.09
93,CGAS3.SA,Companhia de Gas de Sao Paulo - COMGAS,184.00,0.00,0.00%,0,"10,340",24.23B,15.80
94,FTS-PF.TO,Fortis Inc.,23.94,0.00,0.00%,110,"2,157",24.226B,6.45
95,FTS-PJ.TO,Fortis Inc.,22.75,0.00,0.00%,"2,800","4,470",24.157B,6.13
96,ED,"Consolidated Edison, Inc.",72.21,-0.29,-0.41%,"398,776",1.994M,24.124B,18.52
97,HCG.F,The Hong Kong and China Gas Company Limited,1.3280,-0.0120,-0.90%,3,877,24.186B,18.70
98,NEOE3.SA,Neoenergia S.A.,19.60,-0.25,-1.26%,"635,600",3.042M,23.79B,10.28
99,AWK,"American Water Works Company, Inc.",131.34,+1.03,+0.79%,"153,911","975,503",23.776B,37.63
0,MRKK.ME,"Interregional Distribution Grid Company of Northern Caucasus, Public Joint-Stock Company",26.28,-0.04,-0.15%,"2,130","9,848",23.371B,N/A
1,MRKS.ME,Public Joint Stock Company Interregional Distribution Grid Company of Siberia,0.2400,-0.0010,-0.41%,"730,000",7.463M,22.756B,26.67
2,PSE.F,Public Service Enterprise Group Incorporated,44.20,-0.20,-0.45%,26,0,22.379B,15.62
3,RWEOY,RWE Aktiengesellschaft,36.28,+0.69,+1.92%,"2,144","40,914",22.298B,N/A
4,MRKP.ME,"Interregional Distribution Grid Company of Center and Volga Region, Public Joint Stock Company",0.1958,+0.0004,+0.20%,35.77M,94.624M,22.066B,2.88
5,CLP.F,CLP Holdings Limited,8.60,-0.05,-0.58%,95,87,21.788B,10.80
6,CLP1.F,CLP Holdings Limited,8.40,-0.30,-3.45%,480,46,21.159B,10.55
7,KUBE.ME,Kuban power and electrification public joint stock company,71.70,+0.20,+0.28%,"3,510","7,974",21.782B,7.86
8,FE,FirstEnergy Corp.,40.17,-0.08,-0.20%,"867,969",3.752M,21.762B,32.47
9,REDE3.SA,Rede Energia Participacoes S.A.,10.30,0.00,0.00%,100,"5,952",21.736B,36.01
10,9281.T,"Takara Leben Infrastructure Fund, Inc.","112,000.00",+500.00,+0.45%,177,451,21.709B,15.97
11,600021.SS,Shanghai Electric Power Company Limited,8.24,+0.07,+0.86%,13.481M,5.005M,21.565B,28.41
12,SSO.OL,Scatec Solar ASA,156.20,-1.80,-1.14%,"292,784","450,892",21.506B,89.05
13,600578.SS,"Beijing Jingneng Power Co., Ltd.",3.1400,+0.0500,+1.62%,13.347M,5.21M,21.185B,15.70
14,EDC.F,"Consolidated Edison, Inc.",63.51,-0.38,-0.59%,17,27,21.288B,16.29
15,FTS-PM.TO,Fortis Inc.,15.05,-0.10,-0.66%,700,"16,174",20.95B,4.06
16,AWC.F,"American Water Works Company, Inc.",115.16,-0.06,-0.05%,80,188,20.844B,33.00
17,AWK.VI,"American Water Works Company, Inc.",115.70,+0.24,+0.21%,0,23,20.898B,33.15
18,DTE,DTE Energy Company,107.86,+0.77,+0.72%,"357,231",1.325M,20.775B,18.31
19,601139.SS,Shenzhen Gas Corporation Ltd.,7.22,+0.22,+3.14%,18.012M,7.28M,20.77B,19.46
20,0956.HK,China Suntien Green Energy Corporation Limited,2.240,+0.010,+0.45%,17.961M,11.915M,22.084B,5.54
21,0816.HK,Huadian Fuxin Energy Corporation Limited,2.440,0.000,0.00%,8.14M,32.089M,20.515B,N/A
22,EDN.BA,Empresa Distribuidora y Comercializadora Norte Sociedad Anonima,23.25,0.00,0.00%,"41,676","447,418",20.345B,1.60
23,RWE.MI,RWE Aktiengesellschaft,32.18,+0.29,+0.91%,682,"2,221",19.781B,2.39
24,RWE.F,RWE Aktiengesellschaft,32.14,+0.28,+0.88%,"5,376","10,248",19.756B,2.39
25,RWE.DE,RWE Aktiengesellschaft,32.12,+0.30,+0.94%,1.449M,2.93M,19.744B,2.39
26,EIX,Edison International,54.03,-0.45,-0.84%,"218,920",3.02M,20.418B,15.91
27,200539.SZ,"Guangdong Electric Power Development Co., Ltd.",2.2200,+0.0100,+0.45%,1.101M,"562,901",19.588B,N/A
28,600116.SS,"Chongqing Three Gorges Water Conservancy and Electric Power Co., Ltd.",10.23,+0.33,+3.33%,51.011M,10.483M,19.561B,55.00
29,RWEA.F,RWE Aktiengesellschaft,31.80,+0.40,+1.27%,76,124,19.547B,2.37
30,PPL,PPL Corporation,25.42,-0.01,-0.02%,"702,259",5.781M,19.546B,10.36
31,RWE.VI,RWE Aktiengesellschaft,31.79,-0.07,-0.22%,0,192,19.541B,2.36
32,3633.HK,Zhongyu Gas Holdings Limited,7.350,+0.030,+0.41%,"653,000","840,378",19.439B,33.26
33,RWEA.DE,RWE Aktiengesellschaft,31.60,-0.80,-2.47%,50,335,19.425B,2.35
34,FE7.F,FirstEnergy Corp.,35.40,+0.20,+0.57%,30,6,19.388B,28.62
35,ETR,Entergy Corporation,95.55,-0.30,-0.31%,"130,890",1.388M,19.125B,17.21
36,600008.SS,"Beijing Capital Co.,Ltd",3.3100,+0.0800,+2.48%,59.23M,19.857M,18.819B,19.59
37,EDPFY,"EDP - Energias de Portugal, S.A.",51.76,+1.05,+2.07%,"1,701","29,837",18.991B,63.12
38,600323.SS,"Grandblue Environment Co., Ltd.",24.52,+1.45,+6.29%,11.272M,5.528M,18.789B,21.87
39,ENGI4.SA,Energisa S.A.,8.90,+0.14,+1.60%,"8,800","19,259",18.83B,17.66
40,ENGI3.SA,Energisa S.A.,12.22,-0.03,-0.24%,"2,200","6,324",18.489B,24.25
41,94C.F,"CGN Power Co., Ltd.",0.1830,+0.0050,+2.81%,150,244,18.529B,6.78
42,GASNF,"Naturgy Energy Group, S.A.",19.08,0.00,0.00%,538,750,18.469B,12.05
43,GASNY,"Naturgy Energy Group, S.A.",3.7800,-0.0200,-0.53%,"1,030","100,625",18.372B,11.93
44,AEE,Ameren Corporation,73.43,+0.09,+0.12%,"241,520",1.821M,18.129B,23.24
45,QEWS.QA,Qatar Electricity & Water Company Q.P.S.C.,16.45,+0.01,+0.06%,"353,931","665,178",18.095B,12.70
46,DGY.F,DTE Energy Company,94.00,-1.00,-1.05%,1,11,18.044B,15.96
47,000539.SZ,"Guangdong Electric Power Development Co., Ltd.",3.6700,+0.0700,+1.94%,15.231M,7.753M,17.964B,18.44
48,FTS,Fortis Inc.,38.67,+0.28,+0.74%,"40,808","461,264",18.039B,22.40
49,WHAUP.BK,WHA Utilities and Power Public Company Limited,4.6800,-0.0200,-0.43%,7.102M,6.98M,17.901B,10.20
50,WHAUP-R.BK,WHA Utilities and Power Public Company Limited,4.6800,-0.0200,-0.43%,7.102M,N/A,17.901B,10.20
51,FTS-PH.TO,Fortis Inc.,9.75,0.00,0.00%,"1,900","5,588",17.807B,2.63
52,NMK-PC,Niagara Mohawk Power Corporation PFD 3.90%,100.98,+0.02,+0.02%,405,113,18.92B,96.35
53,DVEC.ME,Public joint stock company FAR-EASTERN ENERGY COMPANY,1.0280,-0.0260,-2.47%,1.116M,1.929M,17.688B,N/A
54,SSEZY,SSE plc,16.87,+0.25,+1.50%,"3,917","123,543",17.583B,56.23
55,SPCG.BK,SPCG Public Company Limited,18.00,+0.90,+5.26%,5.547M,"866,509",17.532B,6.43
56,3868.HK,Xinyi Energy Holdings Limited,2.590,+0.030,+1.17%,10.773M,2.362M,17.489B,17.23
57,FOJCF,Fortum Oyj,19.00,0.00,0.00%,510,217,17.332B,16.18
58,FOJCY,Fortum Oyj,3.8100,0.0000,0.00%,19,"2,459",17.332B,N/A
59,EIX.F,Edison International,47.60,-0.60,-1.24%,50,3,17.977B,14.02
60,TNABY,Tenaga Nasional Berhad,11.64,0.00,0.00%,1,"4,667",15.425B,8.04
61,SNMRF,Snam S.p.A.,5.18,+0.13,+2.65%,225,"3,090",16.896B,N/A
62,SSEZF,SSE plc,16.91,0.00,0.00%,697,"1,503",17.279B,56.38
63,PP9.F,PPL Corporation,22.39,-0.28,-1.26%,300,51,17.066B,9.12
64,0579.HK,"Beijing Jingneng Clean Energy Co., Limited",2.060,-0.010,-0.48%,17.454M,7.857M,16.984B,7.27
65,EASTW-R.BK,Eastern Water Resources Development and Management Public Company Limited,10.10,-0.10,-0.98%,1.969M,"150,001",16.804B,16.58
66,600864.SS,"Harbin Hatou Investment Co.,Ltd",8.15,+0.45,+5.84%,135.866M,24.433M,16.957B,N/A
67,CMS,CMS Energy Corporation,59.08,-0.41,-0.68%,"406,350",2.033M,16.911B,23.72
68,CMIG4.SA,Companhia Energetica de Minas Gerais,11.36,+0.10,+0.89%,1.982M,12.546M,16.831B,7.29
69,CGHLY,China Gas Holdings Limited,83.22,0.00,0.00%,130,"6,433",17.303B,19.47
70,EASTW.BK,Eastern Water Resources Development and Management Public Company Limited,10.10,-0.10,-0.98%,1.969M,1.343M,16.804B,16.58
71,ETY.F,Entergy Corporation,84.50,0.00,0.00%,1,4,16.962B,15.22
72,CMIG3.SA,Companhia Energetica de Minas Gerais,11.82,+0.02,+0.17%,"144,100",1.885M,16.711B,7.58
73,EDP.LS,"EDP - Energias de Portugal, S.A.",4.5490,+0.0240,+0.53%,4.373M,9.854M,16.536B,30.53
74,CPLE6.SA,Companhia Paranaense de Energia - COPEL,61.69,+0.09,+0.15%,"334,500",1.514M,16.534B,8.42
75,EDP.F,"EDP - Energias de Portugal, S.A.",4.5120,-0.0110,-0.24%,"1,000","1,202",16.409B,30.28
76,SNMRY,Snam S.p.A.,10.34,+0.44,+4.44%,345,"3,804",17.191B,16.46
77,FTS-PI.TO,Fortis Inc.,8.99,0.00,0.00%,"2,000","3,241",16.393B,2.42
78,CPLE3.SA,Companhia Paranaense de Energia - COPEL,58.46,-0.79,-1.33%,"89,800","191,127",16.29B,7.98
79,GAN.F,"Naturgy Energy Group, S.A.",16.92,-0.08,-0.47%,9,312,16.251B,11.84
80,BIP-UN.TO,Brookfield Infrastructure Partners L.P.,55.24,-0.20,-0.36%,"39,526","436,515",16.226B,234.07
81,NTGY.MC,"Naturgy Energy Group, S.A.",16.91,-0.09,-0.53%,"585,140",1.466M,16.242B,11.83
82,GAS.VI,"Naturgy Energy Group, S.A.",16.97,+0.02,+0.12%,0,0,16.347B,11.87
83,AE4.F,Ameren Corporation,64.50,0.00,0.00%,100,2,16.008B,20.42
84,600098.SS,Guangzhou Development Group Incorporated,5.90,+0.08,+1.37%,5.632M,2.976M,16.085B,20.63
85,CGHOF,China Gas Holdings Limited,3.3500,0.0000,0.00%,150,"1,708",17.303B,19.59
86,EDPA.SG,"EDP - Energias de Portugal, S.A.",44.20,+0.60,+1.38%,0,4,16.675B,29.66
87,12F.F,Fortis Inc.,33.97,-0.23,-0.66%,300,174,15.727B,19.68
88,9908.TW,The Great Taipei Gas Corporation,31.45,+0.15,+0.48%,"111,000","142,957",15.752B,21.56
89,H.TO,Hydro One Limited,26.30,+0.13,+0.50%,"132,841","971,771",15.704B,18.92
90,SCTA.F,SSE plc,14.69,+0.03,+0.23%,"1,000",N/A,15.312B,N/A
91,600863.SS,Inner Mongolia MengDian HuaNeng Thermal Power Corporation Limited,2.6800,+0.0400,+1.52%,27.833M,11.165M,15.567B,16.65
92,FOT.DE,Fortum Oyj,17.28,+0.11,+0.61%,"6,290","1,132",15.417B,7.41
93,FORTUM.HE,Fortum Oyj,17.16,-0.09,-0.55%,"770,740",3.043M,15.239B,7.36
94,BEP-PE.TO,Brookfield Renewable Partners L.P.,22.65,0.00,0.00%,"7,000","3,531",15.205B,N/A
95,EBZ.F,China Gas Holdings Limited,2.8600,-0.0200,-0.69%,"1,500",454,15.191B,16.73
96,ENEV3.SA,Eneva S.A.,48.04,+0.55,+1.16%,"258,900",1.771M,15.169B,23.49
97,CKISY,CK Infrastructure Holdings Limited,26.14,+1.18,+4.73%,"2,143",887,14.863B,9.81
98,SCT.F,SSE plc,14.75,-0.11,-0.77%,822,758,15.046B,49.17
99,CSG.F,CMS Energy Corporation,52.50,0.00,0.00%,80,7,15.054B,21.08
0,FOT.F,Fortum Oyj,17.17,-0.25,-1.46%,600,"1,052",15.099B,7.36
1,TRPL3.SA,CTEEP - Companhia de Transmissao de Energia Eletrica Paulista S.A.,25.37,-0.16,-0.63%,"1,900","3,641",14.911B,7.49
2,1635.HK,"Shanghai Dazhong Public Utilities(Group) Co.,Ltd.",2.690,+0.090,+3.46%,1.493M,"145,859",15.453B,N/A
3,SRG.MI,Snam S.p.A.,4.5740,+0.1230,+2.76%,8.965M,9.987M,14.954B,14.16
4,000598.SZ,"Chengdu Xingrong Environment Co., Ltd.",4.9800,+0.0500,+1.01%,26.577M,11.601M,14.871B,13.83
5,9537.T,"Hokuriku Gas Co., Ltd.","3,090.00",-35.00,-1.12%,100,415,14.813B,12.87
6,TRPL4.SA,CTEEP - Companhia de Transmissao de Energia Eletrica Paulista S.A.,20.85,-0.15,-0.71%,"803,500",1.803M,14.898B,6.15
7,2380.HK,China Power International Development Limited,1.500,-0.010,-0.66%,13.055M,15.405M,14.71B,10.33
8,OEWA.F,VERBUND AG,41.28,-0.08,-0.19%,442,374,14.529B,26.89
9,PTC.BO,PTC India Limited,49.25,-0.10,-0.20%,"162,053","182,418",14.578B,3.97
10,PTC.NS,PTC India Limited,49.20,-0.20,-0.40%,2.318M,2.135M,14.549B,3.96
11,SNM.F,Snam S.p.A.,4.4530,+0.1140,+2.63%,30,821,14.934B,13.79
12,VER.VI,VERBUND AG,41.44,-0.46,-1.10%,"65,489","201,312",14.397B,27.00
13,SRG.VI,Snam S.p.A.,4.4450,+0.0700,+1.60%,0,71,14.785B,13.76
14,TEZNY,Terna - Rete Elettrica Nazionale Societa per Azioni,21.35,+0.39,+1.86%,"1,952","24,593",14.474B,17.88
15,TERRF,Terna - Rete Elettrica Nazionale Societa per Azioni,6.75,0.00,0.00%,"8,295","1,053",14.209B,N/A
16,JEL.L,Jersey Electricity plc,462.16,-7.84,-1.67%,29,"2,643",141.606M,11.41
17,JPPOWER.BO,Jaiprakash Power Ventures Limited,2.0700,-0.1000,-4.61%,"70,691",6.997M,14.16B,N/A
18,600635.SS,"Shanghai Dazhong Public Utilities(Group) Co.,Ltd.",5.28,+0.20,+3.94%,92.899M,32.001M,14.079B,30.70
19,JPPOWER.NS,Jaiprakash Power Ventures Limited,1.9000,-0.1000,-5.00%,3.39M,7.079M,14.102B,N/A
20,CAPX.BA,Capex S.A.,78.00,+3.00,+4.00%,"3,517","5,494",14.025B,5.12
21,ALTEO.BD,ALTEO Energiaszolgaltato Nyilvanosan Mukodo Reszvenytarsasag,750.00,+4.00,+0.54%,900,"3,717",13.962B,52.05
22,BEP-PM.TO,Brookfield Renewable Partners L.P.,21.18,0.00,0.00%,"3,100","5,666",13.915B,N/A
23,3361.T,"Toell Co.,Ltd.",701.00,-16.00,-2.23%,"7,100","21,729",13.873B,13.97
24,MRKV.ME,"Interregional Distribution Grid Company of Volga, Public Joint-Stock Company",0.0736,-0.0006,-0.81%,37.4M,166.501M,13.85B,4.09
25,ALUP11.SA,Alupar Investimento S.A.,23.93,-0.13,-0.54%,"237,300","883,544",14.401B,10.48
26,600483.SS,"Fujian Funeng Co., Ltd.",7.86,+0.13,+1.68%,4.756M,2.797M,13.837B,11.61
27,EVRG,"Evergy, Inc.",60.90,+0.06,+0.10%,"288,882",2.494M,13.808B,22.19
28,BEP-PO.TO,Brookfield Renewable Partners L.P.,24.30,-0.03,-0.12%,400,"4,121",13.8B,N/A
29,BEP-PI.TO,Brookfield Renewable Partners L.P.,24.57,0.00,0.00%,"1,800","7,321",13.766B,N/A
30,BEP-PK.TO,Brookfield Renewable Partners L.P.,21.20,-0.05,-0.24%,500,"6,870",13.705B,N/A
31,MRKU.ME,"Interregional Distribution Grid Company of Urals, Joint Stock Company",0.1566,+0.0002,+0.13%,9.49M,11.668M,13.692B,6.02
32,603053.SS,Chengdu Gas Group Corporation Ltd.,15.40,+0.19,+1.25%,7.857M,4.267M,13.689B,28.79
33,EBK.F,EnBW Energie Baden-Wurttemberg AG,49.20,+0.80,+1.65%,10,49,13.436B,29.62
34,000685.SZ,"Zhongshan Public Utilities Group Co.,Ltd.",9.19,+0.24,+2.68%,30.725M,5.316M,13.556B,14.16
35,EDRVF,"EDP Renovaveis, S.A.",14.67,0.00,0.00%,"32,700","2,316",12.985B,N/A
36,MEL.NZ,Meridian Energy Limited,5.26,+0.11,+2.14%,1.663M,1.377M,13.479B,35.78
37,EMA-PH.TO,Emera Incorporated,25.00,0.00,0.00%,"3,880","8,986",13.449B,6.94
38,HGKGF,Power Assets Holdings Limited,5.60,0.00,0.00%,"1,636","7,803",12.088B,N/A
39,BEP-PG.TO,Brookfield Renewable Partners L.P.,22.90,0.00,0.00%,"3,700","7,644",13.271B,N/A
40,AGR,"Avangrid, Inc.",42.84,+0.15,+0.35%,"288,776","671,517",13.238B,18.34
41,EBK.DE,EnBW Energie Baden-Wurttemberg AG,48.80,0.00,0.00%,100,564,13.218B,29.38
42,EMA.TO,Emera Incorporated,53.90,+0.01,+0.02%,"60,371",1.108M,13.189B,14.97
43,TNSE.ME,Public Joint Stock Company Group of Companies TNS energo,"1,010.00",+20.00,+2.02%,"1,889",239,13.107B,9.69
44,APA.AX,APA Group,10.94,-0.23,-2.06%,1.377M,2.325M,12.908B,42.24
45,9514.T,EF-ON Inc.,592.00,-48.00,-7.50%,"352,800","103,634",12.81B,6.62
46,UEI.F,Terna - Rete Elettrica Nazionale Societa per Azioni,6.30,+0.17,+2.74%,"12,220",108,12.907B,16.71
47,XNGSF,ENN Energy Holdings Limited,11.25,0.00,0.00%,8,75,12.96B,N/A
48,XNGSY,ENN Energy Holdings Limited,45.69,-0.28,-0.62%,486,"25,572",12.879B,27.73
49,PCG,PG&E Corporation,8.70,-0.26,-2.85%,10.888M,17.483M,16.899B,N/A
50,TRN.MI,Terna - Rete Elettrica Nazionale Societa per Azioni,6.30,+0.05,+0.74%,2.377M,5.554M,12.655B,16.70
51,MEZ.AX,Meridian Energy Limited,4.9000,+0.0500,+1.03%,"65,116","34,242",12.677B,90.74
52,TRN.VI,Terna - Rete Elettrica Nazionale Societa per Azioni,6.25,+0.04,+0.71%,0,25,12.652B,16.57
53,GGDVY,Guangdong Investment Limited,88.85,0.00,0.00%,144,956,11.69B,18.51
54,CHH.F,CK Infrastructure Holdings Limited,4.6200,-0.0400,-0.86%,513,182,12.439B,8.67
55,600903.SS,Guizhou Gas Group Corporation Ltd.,10.88,+0.38,+3.62%,17.918M,5.51M,12.384B,73.51
56,ENIA,Enel Americas S.A.,8.09,-0.14,-1.70%,"594,222",1.994M,12.259B,7.03
57,000690.SZ,"Guangdong Baolihua New Energy Stock Co., Ltd.",5.63,+0.06,+1.08%,25.89M,8.314M,12.25B,15.60
58,EMA-PF.TO,Emera Incorporated,15.85,-0.01,-0.06%,900,"6,760",12.221B,4.40
59,ATO,Atmos Energy Corporation,99.00,-1.07,-1.07%,"75,404",1.002M,12.109B,21.44
60,LNT,Alliant Energy Corporation,48.26,-0.21,-0.43%,"414,213",1.437M,12.041B,19.30
61,MRKC.ME,"Interregional Distribution Grid Company of Centre, Public Joint Stock Company",0.2830,-0.0010,-0.35%,7.141M,29.373M,11.948B,3.18
62,BIP,Brookfield Infrastructure Partners L.P.,40.71,-0.07,-0.17%,"104,489","473,853",12.004B,172.50
63,603393.SS,"Xinjiang Xintai Natural Gas Co., Ltd.",37.98,+0.15,+0.40%,6.442M,6.008M,11.911B,27.74
64,BEP-UN.TO,Brookfield Renewable Partners L.P.,66.35,-0.05,-0.08%,"38,365","229,538",11.878B,N/A
65,HGKGY,Power Assets Holdings Limited,5.58,-0.02,-0.33%,459,"12,380",12.048B,11.12
66,GGDVF,Guangdong Investment Limited,1.7700,0.0000,0.00%,114,"4,535",11.69B,18.44
67,12A.F,"Avangrid, Inc.",37.60,+0.60,+1.62%,85,0,11.852B,16.10
68,ENGI11.SA,Energisa S.A.,47.71,+0.13,+0.27%,"329,700",1.773M,11.653B,94.66
69,PCG.F,PG&E Corporation,7.78,-0.22,-2.79%,1,370,14.949B,N/A
70,EDPR.LS,"EDP Renovaveis, S.A.",13.20,+0.04,+0.30%,"251,829","389,370",11.514B,24.40
71,NER.F,Enel Americas S.A.,7.10,+0.05,+0.71%,400,31,11.104B,6.17
72,RPOWER.NS,Reliance Power Limited,3.8500,-0.2000,-4.94%,4.531M,10.88M,11.466B,N/A
73,RPOWER.BO,Reliance Power Limited,4.0900,-0.2100,-4.88%,"170,082",9.694M,11.473B,N/A
74,TKGSF,"Tokyo Gas Co.,Ltd.",23.93,0.00,0.00%,"2,205","1,583",10.644B,N/A
75,EDW.F,"EDP Renovaveis, S.A.",13.22,+0.26,+2.01%,61,342,11.71B,24.44
76,RTNPOWER.NS,RattanIndia Power Limited,2.3000,-0.1000,-4.17%,"277,979",1.851M,11.344B,5.00
77,XGH.F,ENN Energy Holdings Limited,10.20,+0.10,+0.99%,200,20,11.571B,N/A
78,600917.SS,Chongqing Gas Group Corporation Ltd.,7.20,0.00,0.00%,7.358M,3.34M,11.203B,30.51
79,TRAN.BA,Compania de Transporte de Energia Electrica en Alta Tension Transener S.A.,25.15,+0.05,+0.20%,"31,505","325,388",11.184B,2.86
80,RTNPOWER.BO,RattanIndia Power Limited,2.3100,-0.1200,-4.94%,"95,104",1.272M,11.253B,5.02
81,EMA-PC.TO,Emera Incorporated,15.81,0.00,0.00%,800,"6,686",11.07B,4.39
82,1083.HK,Towngas China Company Limited,3.850,-0.020,-0.52%,4.932M,7.116M,11.43B,8.36
83,UN01.F,Uniper SE,29.92,+0.40,+1.36%,127,778,10.95B,30.04
84,UN01.DE,Uniper SE,29.90,+0.34,+1.15%,"196,446","572,648",10.927B,30.02
85,AGL.AX,AGL Energy Limited,17.07,-0.09,-0.52%,1.611M,2.169M,10.915B,11.90
86,METR.BA,MetroGAS S.A.,19.15,+0.45,+2.41%,560,"55,415",10.9B,8.37
87,GIPCL.NS,Gujarat Industries Power Company Limited,71.85,+0.55,+0.77%,"180,258","248,672",10.837B,4.38
88,GIPCL.BO,Gujarat Industries Power Company Limited,71.80,+0.70,+0.98%,"9,207","22,410",10.86B,4.38
89,ENBR3.SA,EDP - Energias do Brasil S.A.,17.93,+0.24,+1.36%,"573,500",2.596M,10.844B,8.28
90,AY1.F,Alliant Energy Corporation,42.80,-0.40,-0.93%,100,4,10.593B,17.11
91,NI-PB,NiSource Inc.,26.27,+0.09,+0.34%,"11,894","27,133",10.818B,54.50
92,CU-PF.TO,Canadian Utilities Limited,21.62,0.00,0.00%,"3,000","1,954",10.802B,7.14
93,UN01.VI,Uniper SE,29.48,-0.02,-0.07%,0,3,10.796B,29.60
